num_conversacion,cliente_csv,contacto,fecha_inicio_gestion,canal,agente,tipificacion,es_venta,tipo,direccion,remitente,contenido,hora,url
1025,Sofía Ramírez,+528035210554,19/05/2026 a las 05:17 pm,WhatsApp,María López,Información,No,mensaje,entrante,Sofía Ramírez,"Hola, vi su publicación",28/05/2026 a las 05:34 am,https://atom.fi/conv/1025
1025,Sofía Ramírez,+529917193859,19/05/2026 a las 05:17 pm,WhatsApp,María López,Información,No,mensaje,saliente,María López,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",28/05/2026 a las 05:59 am,https://atom.fi/conv/1025
1025,Sofía Ramírez,+525981868186,19/05/2026 a las 05:17 pm,WhatsApp,María López,Información,No,mensaje,entrante,Sofía Ramírez,¿Y cuánto cuesta la FIV / in vitro?,28/05/2026 a las 06:04 am,https://atom.fi/conv/1025
1025,Sofía Ramírez,+525546417547,19/05/2026 a las 05:17 pm,WhatsApp,María López,Información,No,mensaje,saliente,María López,"El tratamiento de FIV tiene un costo de $95,000 que incluye laboratorio y medicamentos.",28/05/2026 a las 06:06 am,https://atom.fi/conv/1025
1025,Sofía Ramírez,+527557376723,19/05/2026 a las 05:17 pm,WhatsApp,María López,Información,No,mensaje,entrante,Sofía Ramírez,"Gracias, lo reviso.",28/05/2026 a las 06:29 am,https://atom.fi/conv/1025
1026,Mariana Silva,+529773647554,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,entrante,Mariana Silva,"Hola, vi su publicación",05/06/2026 a las 05:47 am,https://atom.fi/conv/1026
1026,Mariana Silva,+525967505179,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,saliente,Ana García,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",05/06/2026 a las 06:12 am,https://atom.fi/conv/1026
1026,Mariana Silva,+529351380684,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,entrante,Mariana Silva,¿Me puedes agendar una cita?,05/06/2026 a las 06:42 am,https://atom.fi/conv/1026
1027,Paola Ortiz,+524033990956,19/05/2026 a las 05:17 pm,WhatsApp,María López,Interesado,Si,mensaje,entrante,Paola Ortiz,Quiero saber sobre tratamientos,02/06/2026 a las 08:33 am,https://atom.fi/conv/1027
1027,Paola Ortiz,+529806399852,19/05/2026 a las 05:17 pm,WhatsApp,María López,Interesado,Si,mensaje,saliente,María López,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",02/06/2026 a las 08:36 am,https://atom.fi/conv/1027
1027,Paola Ortiz,+526855337761,19/05/2026 a las 05:17 pm,WhatsApp,María López,Interesado,Si,mensaje,entrante,Paola Ortiz,¿Me puedes agendar una cita?,02/06/2026 a las 09:06 am,https://atom.fi/conv/1027
1028,Fernanda Gil,+529386503443,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Seguimiento,Si,mensaje,entrante,Fernanda Gil,Me interesa información,02/06/2026 a las 08:55 am,https://atom.fi/conv/1028
1028,Fernanda Gil,+524153728821,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Seguimiento,Si,mensaje,saliente,Carlos Ruiz,"Hola, claro que sí, te comparto la información.",02/06/2026 a las 09:05 am,https://atom.fi/conv/1028
1028,Fernanda Gil,+526837650372,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Seguimiento,Si,mensaje,saliente,Carlos Ruiz,"Quedo atenta, con gusto te agendo cuando gustes.",02/06/2026 a las 09:35 am,https://atom.fi/conv/1028
1029,Carmen Ruiz,+529759619653,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Cerrado,Si,mensaje,entrante,Carmen Ruiz,Me interesa información,07/06/2026 a las 10:29 am,https://atom.fi/conv/1029
1029,Carmen Ruiz,+521261077551,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Cerrado,Si,mensaje,saliente,Ana García,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",07/06/2026 a las 01:49 pm,https://atom.fi/conv/1029
1029,Carmen Ruiz,+527621328486,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Cerrado,Si,mensaje,entrante,Carmen Ruiz,"Llevamos años intentando y me siento muy frustrada, no he podido embarazarme.",07/06/2026 a las 01:59 pm,https://atom.fi/conv/1029
1029,Carmen Ruiz,+523904600784,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Cerrado,Si,mensaje,saliente,Ana García,"Te entiendo, lamento mucho lo que estás viviendo, estamos contigo en este proceso.",07/06/2026 a las 02:01 pm,https://atom.fi/conv/1029
1029,Carmen Ruiz,+526897778640,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Cerrado,Si,mensaje,entrante,Carmen Ruiz,"Gracias, lo reviso.",07/06/2026 a las 02:19 pm,https://atom.fi/conv/1029
1030,Mariana Silva,+524302563702,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,No,mensaje,entrante,Mariana Silva,"Hola, vi su publicación",26/05/2026 a las 06:38 am,https://atom.fi/conv/1030
1030,Mariana Silva,+527203387198,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,No,mensaje,saliente,Luis Torres,"Hola, la consulta cuesta $1,200 pesos.",26/05/2026 a las 06:41 am,https://atom.fi/conv/1030
1030,Mariana Silva,+527857586315,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,No,mensaje,entrante,Mariana Silva,¿Y cuánto cuesta la FIV / in vitro?,26/05/2026 a las 06:46 am,https://atom.fi/conv/1030
1030,Mariana Silva,+526084671628,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,No,mensaje,saliente,Luis Torres,"El tratamiento de FIV tiene un costo de $95,000 que incluye laboratorio y medicamentos.",26/05/2026 a las 06:48 am,https://atom.fi/conv/1030
1030,Mariana Silva,+522392229083,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,No,mensaje,entrante,Mariana Silva,"Gracias, lo reviso.",26/05/2026 a las 07:11 am,https://atom.fi/conv/1030
1031,Gabriela Luna,+522332066072,19/05/2026 a las 05:17 pm,WhatsApp,María López,Interesado,Si,mensaje,entrante,Gabriela Luna,"Hola, vi su publicación",07/06/2026 a las 10:48 am,https://atom.fi/conv/1031
1031,Gabriela Luna,+523592953295,19/05/2026 a las 05:17 pm,WhatsApp,María López,Interesado,Si,mensaje,saliente,María López,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",07/06/2026 a las 11:00 am,https://atom.fi/conv/1031
1031,Gabriela Luna,+526234502970,19/05/2026 a las 05:17 pm,WhatsApp,María López,Interesado,Si,mensaje,saliente,María López,"Quedo atenta, con gusto te agendo cuando gustes.",07/06/2026 a las 11:30 am,https://atom.fi/conv/1031
1032,Mariana Silva,+529557145077,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,entrante,Mariana Silva,Quiero saber sobre tratamientos,23/05/2026 a las 07:02 am,https://atom.fi/conv/1032
1032,Mariana Silva,+527263247167,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,saliente,Ana García,"Hola, la consulta cuesta $1,200 pesos.",23/05/2026 a las 07:27 am,https://atom.fi/conv/1032
1032,Mariana Silva,+528853449802,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,entrante,Mariana Silva,¿Me puedes agendar una cita?,23/05/2026 a las 07:57 am,https://atom.fi/conv/1032
1033,Mariana Silva,+523417118279,19/05/2026 a las 05:17 pm,WhatsApp,María López,Información,No,mensaje,entrante,Mariana Silva,Me interesa información,01/06/2026 a las 10:41 am,https://atom.fi/conv/1033
1033,Mariana Silva,+521758457708,19/05/2026 a las 05:17 pm,WhatsApp,María López,Información,No,mensaje,saliente,María López,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",01/06/2026 a las 11:41 am,https://atom.fi/conv/1033
1033,Mariana Silva,+521095477513,19/05/2026 a las 05:17 pm,WhatsApp,María López,Información,No,mensaje,entrante,Mariana Silva,¿Y cuánto cuesta la FIV / in vitro?,01/06/2026 a las 11:46 am,https://atom.fi/conv/1033
1033,Mariana Silva,+523214662495,19/05/2026 a las 05:17 pm,WhatsApp,María López,Información,No,mensaje,saliente,María López,"El tratamiento de FIV tiene un costo de $95,000 que incluye laboratorio y medicamentos.",01/06/2026 a las 11:48 am,https://atom.fi/conv/1033
1033,Mariana Silva,+525150725370,19/05/2026 a las 05:17 pm,WhatsApp,María López,Información,No,mensaje,entrante,Mariana Silva,"Gracias, lo reviso.",01/06/2026 a las 12:11 pm,https://atom.fi/conv/1033
1034,Sofía Ramírez,+529156451530,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Pendiente Respuesta,Si,mensaje,entrante,Sofía Ramírez,"Hola, vi su publicación",07/06/2026 a las 09:36 am,https://atom.fi/conv/1034
1034,Sofía Ramírez,+521363783341,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Pendiente Respuesta,Si,mensaje,saliente,Luis Torres,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",07/06/2026 a las 09:37 am,https://atom.fi/conv/1034
1034,Sofía Ramírez,+526241792180,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Pendiente Respuesta,Si,mensaje,entrante,Sofía Ramírez,¿Me puedes agendar una cita?,07/06/2026 a las 10:07 am,https://atom.fi/conv/1034
1035,Renata Díaz,+524096392792,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Información,No,mensaje,entrante,Renata Díaz,Quiero saber sobre tratamientos,01/06/2026 a las 06:38 am,https://atom.fi/conv/1035
1035,Renata Díaz,+524929795636,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Información,No,mensaje,saliente,Ana García,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",01/06/2026 a las 06:46 am,https://atom.fi/conv/1035
1035,Renata Díaz,+524581262837,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Información,No,mensaje,saliente,Ana García,"Quedo atenta, con gusto te agendo cuando gustes.",01/06/2026 a las 07:16 am,https://atom.fi/conv/1035
1036,Valeria Cano,+528023063694,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Información,Si,mensaje,entrante,Valeria Cano,Me interesa información,20/05/2026 a las 09:40 am,https://atom.fi/conv/1036
1036,Valeria Cano,+523938051122,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Información,Si,mensaje,saliente,Luis Torres,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",20/05/2026 a las 01:00 pm,https://atom.fi/conv/1036
1036,Valeria Cano,+524805714604,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Información,Si,mensaje,entrante,Valeria Cano,"Llevo esperando respuesta desde ayer, pésima atención la verdad.",20/05/2026 a las 11:00 pm,https://atom.fi/conv/1036
1036,Valeria Cano,+524950210465,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Información,Si,mensaje,saliente,Luis Torres,"Quedo atenta, con gusto te agendo cuando gustes.",20/05/2026 a las 01:30 pm,https://atom.fi/conv/1036
1037,Renata Díaz,+522543268479,19/05/2026 a las 05:17 pm,WhatsApp,María López,Cerrado,Si,mensaje,entrante,Renata Díaz,Me interesa información,20/05/2026 a las 10:47 am,https://atom.fi/conv/1037
1037,Renata Díaz,+523526947105,19/05/2026 a las 05:17 pm,WhatsApp,María López,Cerrado,Si,mensaje,saliente,María López,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",20/05/2026 a las 10:48 am,https://atom.fi/conv/1037
1037,Renata Díaz,+522728667086,19/05/2026 a las 05:17 pm,WhatsApp,María López,Cerrado,Si,mensaje,saliente,María López,"Quedo atenta, con gusto te agendo cuando gustes.",20/05/2026 a las 11:18 am,https://atom.fi/conv/1037
1038,Fernanda Gil,+526244177575,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,entrante,Fernanda Gil,"Hola, vi su publicación",06/06/2026 a las 09:47 am,https://atom.fi/conv/1038
1038,Fernanda Gil,+521213489362,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,saliente,Ana García,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",06/06/2026 a las 09:59 am,https://atom.fi/conv/1038
1038,Fernanda Gil,+525253072754,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,entrante,Fernanda Gil,"Gracias, lo reviso.",06/06/2026 a las 10:29 am,https://atom.fi/conv/1038
1039,Laura Méndez,+522382136607,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Cerrado,No,mensaje,entrante,Laura Méndez,Quiero saber sobre tratamientos,04/06/2026 a las 06:45 am,https://atom.fi/conv/1039
1039,Laura Méndez,+523216741405,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Cerrado,No,mensaje,saliente,Carlos Ruiz,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",04/06/2026 a las 07:45 am,https://atom.fi/conv/1039
1039,Laura Méndez,+523295988338,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Cerrado,No,mensaje,entrante,Laura Méndez,¿Y cuánto cuesta la FIV / in vitro?,04/06/2026 a las 07:50 am,https://atom.fi/conv/1039
1039,Laura Méndez,+524308747154,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Cerrado,No,mensaje,saliente,Carlos Ruiz,"El tratamiento de FIV tiene un costo de $95,000 que incluye laboratorio y medicamentos.",04/06/2026 a las 07:52 am,https://atom.fi/conv/1039
1039,Laura Méndez,+524634327595,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Cerrado,No,mensaje,entrante,Laura Méndez,"Llevamos años intentando y me siento muy frustrada, no he podido embarazarme.",04/06/2026 a las 07:55 am,https://atom.fi/conv/1039
1039,Laura Méndez,+523012895371,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Cerrado,No,mensaje,entrante,Laura Méndez,¿Me puedes agendar una cita?,04/06/2026 a las 08:15 am,https://atom.fi/conv/1039
1040,Laura Méndez,+529749801528,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Información,No,mensaje,entrante,Laura Méndez,Me interesa información,26/05/2026 a las 07:29 am,https://atom.fi/conv/1040
1040,Laura Méndez,+523122500367,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Información,No,mensaje,saliente,Ana García,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",26/05/2026 a las 07:30 am,https://atom.fi/conv/1040
1040,Laura Méndez,+529578201435,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Información,No,mensaje,entrante,Laura Méndez,"Gracias, lo reviso.",26/05/2026 a las 08:00 am,https://atom.fi/conv/1040
1041,Mariana Silva,+528344420700,19/05/2026 a las 05:17 pm,WhatsApp,María López,Interesado,No,mensaje,entrante,Mariana Silva,Quiero saber sobre tratamientos,22/05/2026 a las 11:25 am,https://atom.fi/conv/1041
1041,Mariana Silva,+526314927298,19/05/2026 a las 05:17 pm,WhatsApp,María López,Interesado,No,mensaje,saliente,María López,"Hola, claro que sí, te comparto la información.",22/05/2026 a las 11:35 am,https://atom.fi/conv/1041
1041,Mariana Silva,+523645986633,19/05/2026 a las 05:17 pm,WhatsApp,María López,Interesado,No,mensaje,entrante,Mariana Silva,¿Y cuánto cuesta la FIV / in vitro?,22/05/2026 a las 11:40 am,https://atom.fi/conv/1041
1041,Mariana Silva,+523863406636,19/05/2026 a las 05:17 pm,WhatsApp,María López,Interesado,No,mensaje,saliente,María López,"El tratamiento de FIV tiene un costo de $95,000 que incluye laboratorio y medicamentos.",22/05/2026 a las 11:42 am,https://atom.fi/conv/1041
1041,Mariana Silva,+526153723117,19/05/2026 a las 05:17 pm,WhatsApp,María López,Interesado,No,mensaje,entrante,Mariana Silva,"Llevo esperando respuesta desde ayer, pésima atención la verdad.",22/05/2026 a las 09:35 pm,https://atom.fi/conv/1041
1041,Mariana Silva,+529353872491,19/05/2026 a las 05:17 pm,WhatsApp,María López,Interesado,No,mensaje,entrante,Mariana Silva,"Gracias, lo reviso.",22/05/2026 a las 12:05 pm,https://atom.fi/conv/1041
1042,Lucía Mora,+524042077523,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,Si,mensaje,entrante,Lucía Mora,Me interesa información,30/05/2026 a las 09:09 am,https://atom.fi/conv/1042
1042,Lucía Mora,+521772538425,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,Si,mensaje,saliente,Luis Torres,"Hola, la consulta cuesta $1,200 pesos.",30/05/2026 a las 09:10 am,https://atom.fi/conv/1042
1042,Lucía Mora,+521973166487,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,Si,mensaje,entrante,Lucía Mora,"Llevamos años intentando y me siento muy frustrada, no he podido embarazarme.",30/05/2026 a las 09:20 am,https://atom.fi/conv/1042
1042,Lucía Mora,+525828007811,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,Si,mensaje,saliente,Luis Torres,"Te entiendo, lamento mucho lo que estás viviendo, estamos contigo en este proceso.",30/05/2026 a las 09:22 am,https://atom.fi/conv/1042
1042,Lucía Mora,+525607136310,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,Si,mensaje,entrante,Lucía Mora,"Gracias, lo reviso.",30/05/2026 a las 09:40 am,https://atom.fi/conv/1042
1043,Valeria Cano,+529252026446,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Información,No,mensaje,entrante,Valeria Cano,¿Qué precio tiene la consulta?,24/05/2026 a las 11:30 am,https://atom.fi/conv/1043
1043,Valeria Cano,+523675879550,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Información,No,mensaje,saliente,Luis Torres,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",24/05/2026 a las 02:50 pm,https://atom.fi/conv/1043
1043,Valeria Cano,+523275869324,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Información,No,mensaje,entrante,Valeria Cano,¿Me puedes agendar una cita?,24/05/2026 a las 03:20 pm,https://atom.fi/conv/1043
1044,Mariana Silva,+528681782189,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Cerrado,No,mensaje,entrante,Mariana Silva,¿Qué precio tiene la consulta?,26/05/2026 a las 06:36 am,https://atom.fi/conv/1044
1044,Mariana Silva,+524544158123,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Cerrado,No,mensaje,saliente,Ana García,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",26/05/2026 a las 06:37 am,https://atom.fi/conv/1044
1044,Mariana Silva,+524064120654,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Cerrado,No,mensaje,entrante,Mariana Silva,"Gracias, lo reviso.",26/05/2026 a las 07:07 am,https://atom.fi/conv/1044
1045,Carmen Ruiz,+528288994731,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Información,Si,mensaje,entrante,Carmen Ruiz,Quiero saber sobre tratamientos,20/05/2026 a las 11:59 am,https://atom.fi/conv/1045
1045,Carmen Ruiz,+522413837176,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Información,Si,mensaje,saliente,Carlos Ruiz,"Hola, claro que sí, te comparto la información.",20/05/2026 a las 12:00 pm,https://atom.fi/conv/1045
1045,Carmen Ruiz,+521582417475,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Información,Si,mensaje,entrante,Carmen Ruiz,"Llevamos años intentando y me siento muy frustrada, no he podido embarazarme.",20/05/2026 a las 12:10 pm,https://atom.fi/conv/1045
1045,Carmen Ruiz,+523408308320,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Información,Si,mensaje,entrante,Carmen Ruiz,"Gracias, lo reviso.",20/05/2026 a las 12:30 pm,https://atom.fi/conv/1045
1046,Daniela Cruz,+521712430525,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,Si,mensaje,entrante,Daniela Cruz,Me interesa información,30/05/2026 a las 10:26 am,https://atom.fi/conv/1046
1046,Daniela Cruz,+524484297986,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,Si,mensaje,saliente,Ana García,"Hola, claro que sí, te comparto la información.",30/05/2026 a las 10:27 am,https://atom.fi/conv/1046
1046,Daniela Cruz,+525888751583,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,Si,mensaje,saliente,Ana García,"Quedo atenta, con gusto te agendo cuando gustes.",30/05/2026 a las 10:57 am,https://atom.fi/conv/1046
1047,Carmen Ruiz,+522659479872,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Información,Si,mensaje,entrante,Carmen Ruiz,"Hola, vi su publicación",07/06/2026 a las 12:08 pm,https://atom.fi/conv/1047
1047,Carmen Ruiz,+527741025838,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Información,Si,mensaje,saliente,Luis Torres,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",07/06/2026 a las 12:11 pm,https://atom.fi/conv/1047
1047,Carmen Ruiz,+522426348980,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Información,Si,mensaje,entrante,Carmen Ruiz,¿Y cuánto cuesta la FIV / in vitro?,07/06/2026 a las 12:16 pm,https://atom.fi/conv/1047
1047,Carmen Ruiz,+529752555714,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Información,Si,mensaje,saliente,Luis Torres,"El tratamiento de FIV tiene un costo de $95,000 que incluye laboratorio y medicamentos.",07/06/2026 a las 12:18 pm,https://atom.fi/conv/1047
1047,Carmen Ruiz,+529415259314,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Información,Si,mensaje,entrante,Carmen Ruiz,¿Me puedes agendar una cita?,07/06/2026 a las 12:41 pm,https://atom.fi/conv/1047
1048,Renata Díaz,+529566805583,19/05/2026 a las 05:17 pm,WhatsApp,María López,Información,No,mensaje,entrante,Renata Díaz,¿Qué precio tiene la consulta?,31/05/2026 a las 08:14 am,https://atom.fi/conv/1048
1048,Renata Díaz,+522863829128,19/05/2026 a las 05:17 pm,WhatsApp,María López,Información,No,mensaje,saliente,María López,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",31/05/2026 a las 09:14 am,https://atom.fi/conv/1048
1048,Renata Díaz,+524883870064,19/05/2026 a las 05:17 pm,WhatsApp,María López,Información,No,mensaje,entrante,Renata Díaz,"Gracias, lo reviso.",31/05/2026 a las 09:44 am,https://atom.fi/conv/1048
1049,Laura Méndez,+522049442905,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,entrante,Laura Méndez,"Hola, vi su publicación",29/05/2026 a las 11:14 am,https://atom.fi/conv/1049
1049,Laura Méndez,+528921560412,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,saliente,Ana García,"Hola, la consulta cuesta $1,200 pesos.",29/05/2026 a las 11:26 am,https://atom.fi/conv/1049
1049,Laura Méndez,+524908191254,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,entrante,Laura Méndez,¿Me puedes agendar una cita?,29/05/2026 a las 11:56 am,https://atom.fi/conv/1049
1050,Fernanda Gil,+528501687487,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Información,No,mensaje,entrante,Fernanda Gil,Me interesa información,01/06/2026 a las 05:13 am,https://atom.fi/conv/1050
1050,Fernanda Gil,+523434401842,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Información,No,mensaje,saliente,Ana García,"Hola, claro que sí, te comparto la información.",01/06/2026 a las 05:18 am,https://atom.fi/conv/1050
1050,Fernanda Gil,+524403149264,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Información,No,mensaje,saliente,Ana García,"La tasa de éxito es muy alta, te garantizo que vas a quedar embarazada.",01/06/2026 a las 05:21 am,https://atom.fi/conv/1050
1050,Fernanda Gil,+529379373440,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Información,No,mensaje,entrante,Fernanda Gil,¿Y cuánto cuesta la FIV / in vitro?,01/06/2026 a las 05:23 am,https://atom.fi/conv/1050
1050,Fernanda Gil,+525297443692,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Información,No,mensaje,saliente,Ana García,"El tratamiento de FIV tiene un costo de $95,000 que incluye laboratorio y medicamentos.",01/06/2026 a las 05:25 am,https://atom.fi/conv/1050
1050,Fernanda Gil,+522285344109,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Información,No,mensaje,entrante,Fernanda Gil,"Llevo esperando respuesta desde ayer, pésima atención la verdad.",01/06/2026 a las 03:18 pm,https://atom.fi/conv/1050
1050,Fernanda Gil,+525563979350,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Información,No,mensaje,saliente,Ana García,"Una disculpa por la demora, lamento la espera, déjame ayudarte de inmediato.",01/06/2026 a las 03:38 pm,https://atom.fi/conv/1050
1050,Fernanda Gil,+522706196116,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Información,No,mensaje,saliente,Ana García,"Quedo atenta, con gusto te agendo cuando gustes.",01/06/2026 a las 05:48 am,https://atom.fi/conv/1050
1051,Lucía Mora,+523140688815,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,entrante,Lucía Mora,¿Qué precio tiene la consulta?,07/06/2026 a las 04:19 am,https://atom.fi/conv/1051
1051,Lucía Mora,+521886945760,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,saliente,Ana García,"Hola, la consulta cuesta $1,200 pesos.",07/06/2026 a las 04:31 am,https://atom.fi/conv/1051
1051,Lucía Mora,+523029327894,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,entrante,Lucía Mora,"Llevo esperando respuesta desde ayer, pésima atención la verdad.",07/06/2026 a las 02:31 pm,https://atom.fi/conv/1051
1051,Lucía Mora,+523716112396,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,saliente,Ana García,"Una disculpa por la demora, lamento la espera, déjame ayudarte de inmediato.",07/06/2026 a las 02:51 pm,https://atom.fi/conv/1051
